"";"TIPO";"CASO";"EST";"NOS";"POSTO";"mediaOrig";"mediaRed";"limT";"error_media";"mediaLimInf";"mediaLimSup";"stdOrig";"stdRed";"stdLimInf";"stdLimSup";"chi2_lower";"chi2_upper";"assimOrig";"assimRed";"kurtOrig";"kurtRed";"DWasserstein";"KS_Test";"KS_p_valor";"T_Test";"T_p_valor";"Welch_Test";"Welch_p_valor";"F_Test";"F_p_valor";"Wilcoxon_Test";"Wilcoxon_p_valor"
"1713";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;57;338,108;337,489;1,96;14,34;323,768;352,448;163,6;156,687;154,05;174,422;562,789;438,998;1,236;1,156;0,644;0,507;8,576;0,038;1;0,036;0,972;0;0;1,128;0,466;24715,5;0,858
"1714";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;61;302,45;300,055;1,96;8,391;294,059;310,841;95,733;96,547;90,145;102,066;562,789;438,998;1,052;1,116;0,396;0,514;4,762;0,027;1;0,226;0,822;0;0;1,135;0,443;24363;0,688
"1715";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;62;58,68;58,715;1,96;0,673;58,007;59,353;7,681;7,353;7,232;8,189;562,789;438,998;0,3;0,259;-0,419;-0,47;0,418;0,032;1;-0,043;0,966;0;0;1,081;0,644;23412,5;0,315
"1716";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;63;131,856;131,672;1,96;1,265;130,591;133,121;14,427;14,012;13,585;15,382;562,789;438,998;0,361;0,358;-0,515;-0,491;0,639;0,025;1;0,119;0,906;0;0;1,058;0,744;23813,5;0,453
"1717";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;71;70,822;70,605;1,96;3,345;67,477;74,167;38,165;38,641;35,937;40,69;562,789;438,998;0,138;0,231;-0,956;-0,686;3,492;0,067;0,932;0,051;0,959;0;0;0,905;0,495;23854,5;0,469
"1718";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;72;4,812;4,648;1,96;0,181;4,631;4,993;2,06;1,978;1,94;2,197;562,789;438,998;0,252;0,123;-0,556;-0,548;0,164;0,031;1;0,749;0,455;0;0;1,012;0,966;25065;0,967
"1719";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;73;19,278;18,651;1,96;0,724;18,554;20,002;8,261;7,886;7,779;8,808;562,789;438,998;0,288;0,157;-0,672;-0,793;0,722;0,047;0,999;0,717;0,474;0;0;1,03;0,877;24951;0,976
"1720";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;74;487,166;497,568;1,96;35,582;451,584;522,748;405,943;417,144;382,245;432,796;562,789;438,998;1,243;1,231;-0,063;-0,078;14,66;0,031;1;-0,228;0,82;0;0;1,019;0,932;24951,5;0,976
"1721";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;76;94,562;90,859;1,96;3,493;91,069;98,055;39,85;38,095;37,524;42,486;562,789;438,998;0,35;0,213;-0,722;-0,862;3,816;0,055;0,989;0,877;0,382;0;0;1,02;0,928;25189;0,905
"1722";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;77;51,658;50,161;1,96;4,783;46,875;56,441;54,573;50,874;51,387;58,183;562,789;438,998;1,379;1,308;1,442;1,677;3,099;0,045;0,999;0,264;0,792;0;0;0,972;0,83;24024,5;0,538
"1723";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;78;20,488;20,041;1,96;1,839;18,649;22,327;20,983;20,092;19,758;22,371;562,789;438,998;1,142;1,013;0,862;0,84;1,225;0,037;1;0,201;0,841;0;0;0,974;0,838;24106,5;0,572
"1724";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;81;53,948;52,756;1,96;4,776;49,172;58,724;54,491;51,098;51,31;58,095;562,789;438,998;1,343;1,274;1,239;1,382;3,259;0,041;1;0,21;0,834;0;0;0,968;0,807;24029,5;0,54
"1725";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;88;316,662;299,864;1,96;28,334;288,328;344,996;323,254;295,608;304,384;344,638;562,789;438,998;1,46;1,503;0,735;1,085;20,473;0,042;1;0,508;0,612;0;0;1,087;0,621;24570,5;0,786
"1726";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;89;74,676;70,71;1,96;7,124;67,552;81,8;81,271;74,664;76,526;86,647;562,789;438,998;1,506;1,548;0,762;1,044;4,621;0,03;1;0,476;0,635;0;0;1,093;0,597;24749;0,874
"1727";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;92;264,088;266,512;1,96;19,703;244,385;283,791;224,785;227,704;211,663;239,655;562,789;438,998;0,552;0,556;-1,288;-1,301;5,354;0,034;1;-0,097;0,923;0;0;1,091;0,605;24823;0,911
"1728";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;93;40,776;38,999;1,96;3,647;37,129;44,423;41,608;39,419;39,18;44,361;562,789;438,998;1,345;1,333;0,545;0,489;2,125;0,032;1;0,406;0,685;0;0;0,998;0,962;25141,5;0,929
"1729";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;94;76,784;73,123;1,96;5,477;71,307;82,261;62,485;58,503;58,837;66,618;562,789;438,998;1,711;1,72;1,938;1,984;4,206;0,071;0,894;0,562;0,575;0;0;1,032;0,868;26002;0,527
"1730";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;97;114,488;113,237;1,96;5,096;109,392;119,584;58,144;60,03;54,75;61,991;562,789;438,998;0,944;1,002;1,267;1,443;3,746;0,026;1;0,19;0,849;0;0;0,911;0,521;26163;0,463
"1731";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;98;183,822;175,527;1,96;17,003;166,819;200,825;193,979;180,663;182,655;206,811;562,789;438,998;1,202;1,119;0,229;0,003;12,102;0,056;0,986;0,412;0,681;0;0;1,089;0,611;25464,5;0,769
"1732";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;99;92,234;92,024;1,96;1,023;91,211;93,257;11,668;11,83;10,987;12,44;562,789;438,998;-0,173;-0,151;-0,529;-0,562;0,565;0,04;1;0,162;0,872;0;0;0,878;0,378;24148,5;0,591
"1733";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;101;141,388;142,773;1,96;8,68;132,708;150,068;99,027;101,572;93,246;105,578;562,789;438,998;0,629;0,669;-0,997;-0,909;2,833;0,031;1;-0,124;0,901;0;0;1,055;0,757;24721,5;0,861
"1734";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;102;323,66;327,139;1,96;14,715;308,945;338,375;167,877;176,253;158,076;178,982;562,789;438,998;0,901;0,974;0,597;0,484;15,967;0,056;0,987;-0,181;0,857;0;0;0,975;0,841;25294,5;0,853
"1735";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;103;11,332;11,505;1,96;0,529;10,803;11,861;6,036;5,932;5,684;6,435;562,789;438,998;0,594;0,581;-0,465;-0,246;0,4;0,051;0,995;-0,265;0,791;0;0;1,043;0,813;24555;0,778
"1736";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;104;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;25000;NA
"1737";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;109;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;25000;NA
"1738";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;110;32,726;32,909;1,96;0,796;31,93;33,522;9,081;9,492;8,551;9,682;562,789;438,998;0,329;0,402;-0,606;-0,601;0,568;0,035;1;-0,176;0,86;0;0;1,082;0,641;25202;0,899
"1739";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;111;150,59;144,465;1,96;9,299;141,291;159,889;106,091;103,297;99,898;113,11;562,789;438,998;0,669;0,626;-0,17;-0,3;6,991;0,04;1;0,536;0,592;0;0;1,009;0,984;24749,5;0,874
"1740";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;112;1,806;1,736;1,96;0,173;1,633;1,979;1,97;1,793;1,855;2,1;562,789;438,998;1,77;1,748;3,585;3,464;0,165;0,035;1;0,348;0,728;0;0;1,123;0,484;23932,5;0,487
"1741";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;113;40,042;39,515;1,96;3,327;36,715;43,369;37,951;35,896;35,736;40,462;562,789;438,998;2,018;1,892;4,698;3,711;2,454;0,049;0,998;0,132;0,895;0;0;1,077;0,662;23783;0,442
"1742";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;114;44,008;43,47;1,96;3,56;40,448;47,568;40,612;38,523;38,241;43,298;562,789;438,998;2,039;1,906;4,853;3,847;2,693;0,049;0,998;0,126;0,9;0;0;1,061;0,73;23763,5;0,435
"1743";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;115;15,236;15,027;1,96;0,872;14,364;16,108;9,944;9,596;9,364;10,602;562,789;438,998;1,551;1,595;1,067;1,355;0,37;0,035;1;0,197;0,844;0;0;1,071;0,688;24544;0,772
"1744";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;116;7,944;7,895;1,96;0,243;7,701;8,187;2,768;2,874;2,606;2,951;562,789;438,998;0,431;0,462;-0,502;-0,624;0,224;0,023;1;0,155;0,877;0;0;0,994;0,942;27187,5;0,162
"1745";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;117;21,756;21,678;1,96;0,505;21,251;22,261;5,766;5,936;5,429;6,147;562,789;438,998;0,44;0,474;-0,463;-0,584;0,474;0,057;0,983;0,121;0,904;0;0;1,011;0,97;27076;0,189
"1746";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;118;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;25000;NA
"1747";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;119;41,092;41,012;1,96;1,013;40,079;42,105;11,552;11,808;10,878;12,316;562,789;438,998;0,437;0,464;-0,5;-0,598;0,732;0,041;1;0,062;0,951;0;0;1,025;0,903;26987;0,209
"1748";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;134;77,61;77,111;1,96;3,406;74,204;81,016;38,86;39,263;36,592;41,431;562,789;438,998;0,451;0,479;-1,149;-1,121;1,241;0,043;1;0,116;0,908;0;0;0,95;0,714;24774;0,887
"1749";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;141;323,1;321,933;1,96;9,148;313,952;332,248;104,361;101,953;98,269;111,265;562,789;438,998;-0,101;-0,033;-1,003;-1,05;5,112;0,044;1;0,104;0,918;0;0;0,954;0,733;24435;0,721
"1750";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;144;246,962;245,861;1,96;6,786;240,176;253,748;77,415;75,909;72,896;82,536;562,789;438,998;0,024;0,08;-1,153;-1,182;3,79;0,043;1;0,131;0,896;0;0;0,958;0,757;24402,5;0,706
"1751";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;145;168,928;168,121;1,96;2,662;166,266;171,59;30,367;30,804;28,594;32,376;562,789;438,998;0,29;0,32;-1,057;-1,248;3,163;0,072;0,892;0,239;0,812;0;0;0,981;0,877;25511,5;0,747
"1752";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;148;139,696;139,111;1,96;4,057;135,639;143,753;46,286;45,302;43,584;49,348;562,789;438,998;-0,043;0,02;-0,962;-0,992;2,233;0,04;1;0,117;0,907;0;0;0,956;0,743;24500,5;0,752
"1753";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;149;140,578;138,621;1,96;2,359;138,219;142,937;26,914;27,185;25,343;28,694;562,789;438,998;0,208;0,154;-0,075;-0,62;2,812;0,065;0,944;0,655;0,513;0;0;1,041;0,822;25284;0,858
"1754";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;154;155,942;155,515;1,96;1,654;154,288;157,596;18,874;18,693;17,772;20,122;562,789;438,998;1,325;1,347;0,481;0,558;0,718;0,04;1;0,207;0,836;0;0;0,837;0,229;23668;0,4
"1755";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;155;102,332;101,521;1,96;5,033;97,299;107,365;57,418;56,778;54,066;61,216;562,789;438,998;0,563;0,589;-0,359;-0,278;1,51;0,016;1;0,13;0,897;0;0;0,986;0,898;24870,5;0,935
"1756";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;156;678,074;675,008;1,96;35,575;642,499;713,649;405,86;406,847;382,167;432,708;562,789;438,998;0,635;0,624;-1,022;-1,03;8,199;0,023;1;0,069;0,945;0;0;1,005;0,996;24816,5;0,908
"1757";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;158;44,926;45,313;1,96;1,274;43,652;46,2;14,539;13,958;13,69;15,501;562,789;438,998;0,668;0,756;0,073;0,638;1,199;0,084;0,753;-0,25;0,803;0;0;0,887;0,414;23749,5;0,429
"1758";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;160;13,21;13,22;1,96;0,307;12,903;13,517;3,504;3,603;3,299;3,736;562,789;438,998;0,424;0,44;-0,527;-0,626;0,209;0,036;1;-0,026;0,979;0;0;1,014;0,955;26719;0,275
"1759";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;161;112,96;112,711;1,96;2,632;110,328;115,592;30,028;30,623;28,275;32,014;562,789;438,998;0,437;0,461;-0,508;-0,592;1,901;0,046;0,999;0,074;0,941;0;0;1,025;0,903;26991,5;0,208
"1760";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;166;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;25000;NA
"1761";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;168;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;25000;NA
"1762";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;169;1258,154;1259,673;1,96;37,99;1220,164;1296,144;433,412;435,255;408,111;462,082;562,789;438,998;-0,101;-0,037;-0,707;-0,648;14,145;0,019;1;-0,032;0,975;0;0;0,941;0,667;23978,5;0,519
"1763";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;171;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;25000;NA
"1764";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;172;2083,486;2081,514;1,96;66,74;2016,746;2150,226;761,414;764,932;716,965;811,782;562,789;438,998;-0,298;-0,266;-1,124;-1,122;16,531;0,022;1;0,023;0,981;0;0;0,962;0,776;24148;0,591
"1765";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;173;2083,486;2081,514;1,96;66,74;2016,746;2150,226;761,414;764,932;716,965;811,782;562,789;438,998;-0,298;-0,266;-1,124;-1,122;16,531;0,022;1;0,023;0,981;0;0;0,962;0,776;24148;0,591
"1766";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;175;2083,486;2081,514;1,96;66,74;2016,746;2150,226;761,414;764,932;716,965;811,782;562,789;438,998;-0,298;-0,266;-1,124;-1,122;16,531;0,022;1;0,023;0,981;0;0;0,962;0,776;24148;0,591
"1767";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;176;2083,486;2081,514;1,96;66,74;2016,746;2150,226;761,414;764,932;716,965;811,782;562,789;438,998;-0,298;-0,266;-1,124;-1,122;16,531;0,022;1;0,023;0,981;0;0;0,962;0,776;24148;0,591
"1768";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;178;2083,486;2081,514;1,96;66,74;2016,746;2150,226;761,414;764,932;716,965;811,782;562,789;438,998;-0,298;-0,266;-1,124;-1,122;16,531;0,022;1;0,023;0,981;0;0;0,962;0,776;24148;0,591
"1769";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;183;2,866;2,833;1,96;0,106;2,76;2,972;1,212;1,248;1,141;1,292;562,789;438,998;0,238;0,162;-1,132;-1,201;0,056;0,027;1;0,238;0,812;0;0;0,94;0,661;24667,5;0,826
"1770";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;188;67,796;67,24;1,96;3,732;64,064;71,528;42,577;42,652;40,092;45,394;562,789;438,998;0,344;0,34;-1,201;-1,141;1,584;0,027;1;0,119;0,906;0;0;1,014;0,959;24136;0,585
"1771";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;190;408,656;410,656;1,96;5,734;402,922;414,39;65,413;63,29;61,594;69,74;562,789;438,998;0,941;1,012;0,306;0,358;3,105;0,041;1;-0,286;0,776;0;0;0,875;0,364;23528;0,352
"1772";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;191;108,764;108,399;1,96;3,341;105,423;112,105;38,118;38,258;35,893;40,639;562,789;438,998;0,549;0,53;-0,957;-0,964;1,156;0,028;1;0,087;0,931;0;0;0,913;0,532;23449;0,327
"1773";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;196;37,108;36,905;1,96;0,693;36,415;37,801;7,907;7,85;7,445;8,43;562,789;438,998;-0,482;-0,434;-0,623;-0,689;0,305;0,044;1;0,235;0,814;0;0;1,018;0,935;25640,5;0,685
"1774";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;204;2274,83;2274,621;1,96;38,632;2236,198;2313,462;440,737;436,121;415,008;469,892;562,789;438,998;0,264;0,212;-1,646;-1,641;16,652;0,052;0,994;0,004;0,997;0;0;0,995;0,948;24450;0,728
"1775";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;205;133,46;133,053;1,96;2,478;130,982;135,938;28,269;27,14;26,619;30,139;562,789;438,998;0,114;0,091;-0,973;-0,903;1,679;0,043;1;0,135;0,893;0;0;0,984;0,888;23794;0,446
"1776";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;206;15,618;15,592;1,96;0,605;15,013;16,223;6,905;6,892;6,502;7,362;562,789;438,998;-0,118;-0,137;-1,137;-1,134;0,134;0,006;1;0,034;0,973;0;0;0,97;0,816;24206,5;0,615
"1777";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;207;2,682;2,643;1,96;0,155;2,527;2,837;1,77;1,721;1,667;1,887;562,789;438,998;0,23;0,392;-0,472;-0,477;0,111;0,037;1;0,204;0,838;0;0;1,03;0,878;25733,5;0,634
"1778";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;209;343,536;343,458;1,96;9,196;334,34;352,732;104,916;103,84;98,791;111,856;562,789;438,998;-0,398;-0,495;-0,763;-0,671;4,889;0,035;1;0,007;0,995;0;0;0,958;0,756;24048,5;0,548
"1779";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;211;139,798;137,885;1,96;4,372;135,426;144,17;49,878;48,894;46,967;53,178;562,789;438,998;0,994;1,028;0,769;0,721;2,841;0,041;1;0,354;0,724;0;0;0,928;0,603;24464,5;0,735
"1780";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;215;225,422;212,027;1,96;25,502;199,92;250,924;290,948;272,836;273,964;310,195;562,789;438,998;1,833;1,917;2,145;2,718;14,177;0,065;0,949;0,441;0,66;0;0;0,95;0,714;25749;0,636
"1781";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;216;39,492;37,485;1,96;3,662;35,83;43,154;41,775;38,347;39,337;44,539;562,789;438,998;1,49;1,536;0,751;1,083;2,441;0,031;1;0,469;0,64;0;0;1,088;0,616;24570,5;0,786
"1782";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;217;115,868;115,144;1,96;9,522;106,346;125,39;108,63;108,358;102,288;115,816;562,789;438,998;1,555;1,567;1,098;1,129;3,869;0,024;1;0,061;0,952;0;0;1,037;0,843;25719,5;0,65
"1783";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;220;28,868;27,53;1,96;2,574;26,294;31,442;29,365;27,75;27,651;31,307;562,789;438,998;1,343;1,33;0,529;0,475;1,552;0,055;0,99;0,434;0,665;0;0;1,003;0,987;25273;0,863
"1784";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;222;133,588;130,263;1,96;12,078;121,51;145,666;137,797;128,364;129,753;146,912;562,789;438,998;1,408;1,355;1,436;1,671;8,495;0,034;1;0,233;0,816;0;0;0,969;0,811;24032,5;0,541
"1785";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;227;1897,866;1879,712;1,96;46,76;1851,106;1944,626;533,472;525,036;502,33;568,762;562,789;438,998;0,343;0,349;-0,969;-0,931;28,692;0,059;0,976;0,313;0,754;0;0;0,936;0,643;24304,5;0,661
"1786";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;228;186,152;184,272;1,96;5,243;180,909;191,395;59,816;58,985;56,325;63,773;562,789;438,998;0,222;0,224;-1,132;-1,091;2,553;0,035;1;0,289;0,773;0;0;0,94;0,666;24281;0,65
"1787";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;229;3045,16;3046,122;1,96;55,394;2989,766;3100,554;631,976;623,636;595,084;673,782;562,789;438,998;0,525;0,443;-0,347;-0,46;32,237;0,045;0,999;-0,014;0,989;0;0;0,931;0,62;23449,5;0,327
"1788";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;230;29,89;29,564;1,96;0,725;29,165;30,615;8,271;7,983;7,788;8,818;562,789;438,998;0,217;0,231;-1,356;-1,473;0,664;0,055;0,99;0,369;0,713;0;0;0,98;0,87;24336,5;0,675
"1789";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;237;348,192;346,047;1,96;8,265;339,927;356,457;94,296;95,767;88,791;100,534;562,789;438,998;0,341;0,355;-0,901;-0,844;4,019;0,025;1;0,204;0,839;0;0;0,968;0,809;25366;0,817
"1790";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;238;80,554;80,702;1,96;1,743;78,811;82,297;19,884;19,786;18,723;21,2;562,789;438,998;1,175;1,134;0,226;0,24;1,109;0,034;1;-0,068;0,946;0;0;1,002;0,982;25058,5;0,971
"1791";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;239;152,236;152,207;1,96;2,657;149,579;154,893;30,311;30,276;28,542;32,316;562,789;438,998;1,003;0,966;0,038;0,04;1,87;0,032;1;0,009;0,993;0;0;1,003;0,985;25103;0,948
"1792";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;240;113,502;113,708;1,96;3,269;110,233;116,771;37,301;37,435;35,123;39,768;562,789;438,998;0,761;0,77;-0,605;-0,57;1,256;0,028;1;-0,05;0,96;0;0;0,959;0,758;24318;0,667
"1793";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;241;24,73;24,607;1,96;0,563;24,167;25,293;6,423;6,516;6,048;6,848;562,789;438,998;0,167;0,23;-0,654;-0,633;0,239;0,068;0,928;0,172;0,863;0;0;1,046;0,801;25976,5;0,536
"1794";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;242;44,608;44,676;1,96;1,419;43,189;46,027;16,185;16,284;15,24;17,255;562,789;438,998;0,704;0,709;-0,747;-0,771;0,675;0,028;1;-0,038;0,97;0;0;0,97;0,819;24457;0,732
"1795";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;243;41,446;41,256;1,96;2,637;38,809;44,083;30,084;30,054;28,328;32,074;562,789;438,998;1,002;0,994;-0,163;-0,247;0,883;0,018;1;0,057;0,954;0;0;1,034;0,856;24940,5;0,97
"1796";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;244;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;25000;NA
"1797";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;245;646,626;646,247;1,96;10,496;636,13;657,122;119,744;120,812;112,754;127,665;562,789;438,998;1,133;1,074;0,672;0,483;4,25;0,027;1;0,029;0,977;0;0;0,875;0,366;24051;0,549
"1798";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;246;1033,442;1028,834;1,96;12,44;1021,002;1045,882;141,925;139,252;133,64;151,314;562,789;438,998;1,398;1,41;0,565;0,546;6,778;0,079;0,812;0,3;0,765;0;0;0,992;0,932;25254,5;0,872
"1799";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;247;271,898;271,827;1,96;5,456;266,442;277,354;62,245;61,901;58,612;66,363;562,789;438,998;0,065;0,071;-1,073;-1,092;1,83;0,029;1;0,01;0,992;0;0;0,924;0,585;24352;0,682
"1800";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;248;11,88;11,87;1,96;0,23;11,65;12,11;2,629;2,614;2,475;2,802;562,789;438,998;-0,499;-0,494;-0,854;-0,869;0,057;0,001;1;0,035;0,972;0;0;0,969;0,812;24684,5;0,841
"1801";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;249;7,512;7,51;1,96;0,316;7,196;7,828;3,61;3,674;3,399;3,848;562,789;438,998;0,68;0,701;-0,236;-0,21;0,124;0,022;1;0,005;0,996;0;0;1,112;0,524;24492,5;0,746
"1802";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;251;81,062;81,198;1,96;3,595;77,467;84,657;41,015;41,609;38,621;43,728;562,789;438,998;0,271;0,262;-1,44;-1,479;0,909;0,025;1;-0,03;0,976;0;0;0,964;0,786;24523;0,763
"1803";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;252;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;25000;NA
"1804";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;253;108,444;108,045;1,96;3,393;105,051;111,837;38,711;39,072;36,451;41,272;562,789;438,998;0,365;0,347;-1,134;-1,14;1,172;0,035;1;0,093;0,926;0;0;0,916;0,547;23670,5;0,401
"1805";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;254;25,17;24,472;1,96;1,004;24,166;26,174;11,451;11,01;10,782;12,208;562,789;438,998;0,273;0,251;-0,84;-0,825;0,733;0,032;1;0,572;0,568;0;0;1,124;0,48;24666,5;0,833
"1806";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;255;106,988;107,288;1,96;6,846;100,142;113,834;78,101;77,975;73,542;83,268;562,789;438,998;0,6;0,596;-1,146;-1,142;2,371;0,036;1;-0,035;0,972;0;0;1,013;0,963;24532,5;0,768
"1807";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;257;832,994;829,911;1,96;25,213;807,781;858,207;287,653;288,412;270,861;306,681;562,789;438,998;0,659;0,655;-0,826;-0,813;9,036;0,056;0,986;0,097;0,923;0;0;0,907;0,503;23329,5;0,291
"1808";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;259;75,692;75,661;1,96;0,522;75,17;76,214;5,955;5,767;5,607;6,349;562,789;438,998;-0,299;-0,108;-0,653;-0,833;0,433;0,044;1;0,049;0,961;0;0;1,025;0,9;23853,5;0,468
"1809";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;261;22,728;22,633;1,96;0,438;22,29;23,166;5,002;4,94;4,71;5,333;562,789;438,998;-0,593;-0,544;-0,799;-0,816;0,21;0,045;0,999;0,174;0,862;0;0;1,007;0,991;25252;0,873
"1810";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;262;121,336;120,195;1,96;4,564;116,772;125,9;52,07;51,034;49,03;55,514;562,789;438,998;0,375;0,341;-1,436;-1,549;2,201;0,036;1;0,203;0,84;0;0;0,983;0,882;24502,5;0,753
"1811";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;263;0,064;0,054;1,96;0,023;0,041;0,087;0,261;0,227;0,245;0,278;562,789;438,998;2,865;3,933;9,435;13,468;0,018;0,004;1;0,378;0,706;0;0;1,418;0,034;25355;0,608
"1812";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;266;2527,726;2516,835;1,96;44,945;2482,781;2572,671;512,764;520,988;482,83;546,684;562,789;438,998;0,489;0,499;-1,309;-1,317;20,042;0,077;0,837;0,191;0,849;0;0;0,986;0,898;25957,5;0,545
